Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"The Structured Methodological Framework “Deejay”: Foundation and Its Application to the Design of an ASD-Oriented AAC Tool","Project and Design Literacy as Cornerstones of Smart Education","","","","10.1007/978-981-13-9652-6_22","Tania Di MascioLaura Tarantino","2020","http://link.springer.com/chapter/10.1007/978-981-13-9652-6_22","Chapter"
"A Fuzzy Multi-criteria Decision Model for Analysis of Socio-ecological Performance Key Factors of Supply Chain","Soft Computing for Problem Solving","","","","10.1007/978-981-15-0035-0_55","Rahul SolankiJyoti Dhingra DarbariVernika AgarwalP. C. Jha","2020","http://link.springer.com/chapter/10.1007/978-981-15-0035-0_55","Chapter"
"Socio-Economic Impacts of the Common Fisheries Policy on South and Central Tyrrhenian Sea (GSA 10) Demersal Trawl Fisheries","New Metropolitan Perspectives","","","","10.1007/978-3-030-52869-0_12","Rosaria Felicita SabatellaPaolo AccadiaMaria CozzolinoMonica GambinoLoretta MalvarosaEvelina Carmen Sabatella","2020","http://link.springer.com/chapter/10.1007/978-3-030-52869-0_12","Chapter"
"Smart Contract-Based Role Management on the Blockchain","Business Information Systems Workshops","","","","10.1007/978-3-030-04849-5_30","Cornelius IhleOmar Sanchez","2019","http://link.springer.com/chapter/10.1007/978-3-030-04849-5_30","Chapter"
"User Interface for Interactive Scientific Publications: A Design Case Study","Digital Libraries for Open Knowledge","","","","10.1007/978-3-030-30760-8_19","Camila WohlmuthNuno Correia","2019","http://link.springer.com/chapter/10.1007/978-3-030-30760-8_19","Chapter"
"Wearability and User Experience Through User Engagement: The Case Study of a Wearable Device","Advances in Human Factors in Wearable Technologies and Game Design","","","","10.1007/978-3-319-60639-2_13","Venere FerraroMila StepanovicSilvia Ferraris","2018","http://link.springer.com/chapter/10.1007/978-3-319-60639-2_13","Chapter"
"Using Mental Models to Design for Learning: Lessons from Game Development","Learning and Collaboration Technologies. Novel Learning Ecosystems","","","","10.1007/978-3-319-58509-3_34","Aleshia Hayes","2017","http://link.springer.com/chapter/10.1007/978-3-319-58509-3_34","Chapter"
"Data Sources Handling for Emergency Management: Supporting Information Availability and Accessibility for Emergency Responders","Human Interface and the Management of Information: Supporting Learning, Decision-Making and Collaboration","","","","10.1007/978-3-319-58524-6_21","Vimala NunavathAndreas Prinz","2017","http://link.springer.com/chapter/10.1007/978-3-319-58524-6_21","Chapter"
"BreatheWell Wear: Development and Testing of a Stress Management App for TBI and PTSD on Android Wear Smartwatches","Computers Helping People with Special Needs","","","","10.1007/978-3-319-94274-2_69","John T. MorrisTracey Wallace","2018","http://link.springer.com/chapter/10.1007/978-3-319-94274-2_69","Chapter"
"New Initiatives for the Empowerment of People with Activity Limitations – An Analysis of 1,005 Cases of (Digital) Social Innovation Worldwide","Universal Access in Human-Computer Interaction. Methods, Techniques, and Best Practices","","","","10.1007/978-3-319-40250-5_18","Jennifer EckhardtChristoph KaletkaBastian Pelka","2016","http://link.springer.com/chapter/10.1007/978-3-319-40250-5_18","Chapter"
"CE-SIB: A Modelling Method Plug-in for Managing Standards in Enterprise Architectures","Conceptual Modeling","","","","10.1007/978-3-319-69904-2_2","Christoph MoserRobert Andrei BuchmannWilfrid UtzDimitris Karagiannis","2017","http://link.springer.com/chapter/10.1007/978-3-319-69904-2_2","Chapter"
"Quick Evaluation of a Software Architecture Using the Decision-Centric Architecture Review Method: An Experience Report","Software Architecture","","","","10.1007/978-3-030-58923-3_19","Pablo CruzLuis SalinasHernán Astudillo","2020","http://link.springer.com/chapter/10.1007/978-3-030-58923-3_19","Chapter"
"Designing Nostalgic Tangible User Interface Application for Elderly People","Computers Helping People with Special Needs","","","","10.1007/978-3-030-58805-2_56","Way Kiat BongFlorian MaußerMargot van EckDiogo De AraujoJorg TiboschTobias GlaumWeiqin Chen","2020","http://link.springer.com/chapter/10.1007/978-3-030-58805-2_56","Chapter"
"Human-Computer Interaction – Game-Based Learning","Human Work Interaction Design. Designing Engaging Automation","","","","10.1007/978-3-030-05297-3_10","Arminda Guerra LopesMaria Joao Lopes","2019","http://link.springer.com/chapter/10.1007/978-3-030-05297-3_10","Chapter"
"Lessons Learned: Engaging Older Adults in Generative Design Sessions for a Digital Messaging System","Learning and Collaboration Technologies. Design, Development and Technological Innovation","","","","10.1007/978-3-319-91743-6_29","Abena EdugyanAndreas PapallasPanayiotis Zaphiris","2018","http://link.springer.com/chapter/10.1007/978-3-319-91743-6_29","Chapter"
"The VINEYARD Approach: Versatile, Integrated, Accelerator-Based, Heterogeneous Data Centres","Applied Reconfigurable Computing","","","","10.1007/978-3-319-30481-6_1","Christoforos KachrisDimitrios SoudrisGeorgi GaydadjievHuy-Nam NguyenDimitrios S. NikolopoulosAngelos BilasNeil MorganChristos StrydisChristos TsalidisJohn BalafasRicardo Jimenez-PerisAlexandre Almeida","2016","http://link.springer.com/chapter/10.1007/978-3-319-30481-6_1","Chapter"
"A New Approach to Analysing and Visualizing the Management of Corporate Innovation Projects","Systems, Software and Services Process Improvement","","","","10.1007/978-3-030-28005-5_59","Karolin GebhardtAndreas RielTom Maes","2019","http://link.springer.com/chapter/10.1007/978-3-030-28005-5_59","Chapter"
"A Highly Customizable Parent-Child Word-Learning Mobile Game for Chinese Children with Autism","Universal Access in Human–Computer Interaction. Design and Development Approaches and Methods","","","","10.1007/978-3-319-58706-6_44","Pinata WinotoVince Lineng CaoEsther Mingyue Tang","2017","http://link.springer.com/chapter/10.1007/978-3-319-58706-6_44","Chapter"
"Integrating Personas and Use Case Models","Human-Computer Interaction – INTERACT 2019","","","","10.1007/978-3-030-29381-9_40","Anke DittmarPeter Forbrig","2019","http://link.springer.com/chapter/10.1007/978-3-030-29381-9_40","Chapter"
"Evolution of Game Controllers: Toward the Support of Gamers with Physical Disabilities","Computer-Human Interaction Research and Applications","","","","10.1007/978-3-030-32965-5_4","Dario MaggioriniMarco GranatoLaura Anna RipamontiMatteo MarrasDavide Gadia","2019","http://link.springer.com/chapter/10.1007/978-3-030-32965-5_4","Chapter"
"Towards a Model to Address the Interplay Between IoT Applications and Users in Complex Heterogeneous Contexts","Human-Centered Software Engineering","","","","10.1007/978-3-030-05909-5_17","Carmelo ArditoDanilo CaivanoLucio ColizziLoredana Verardi","2019","http://link.springer.com/chapter/10.1007/978-3-030-05909-5_17","Chapter"
"What is a PHR? Definitions of Personal Health Record (PHR) Used in Literature—A Systematic Literature Review","Well-Being in the Information Society. Fruits of Respect","","","","10.1007/978-3-030-57847-3_2","Jani KoskinenMinna M. Rantanen","2020","http://link.springer.com/chapter/10.1007/978-3-030-57847-3_2","Chapter"
"Personality and E-shopping: Insights from a Nationally Representative Study","Digital Transformation and Global Society","","","","10.1007/978-3-030-37858-5_21","John Magnus Roos","2019","http://link.springer.com/chapter/10.1007/978-3-030-37858-5_21","Chapter"
"Condition Monitoring of Gravel Roads–Current Methods and Future Directions","Advances in Asset Management and Condition Monitoring","","","","10.1007/978-3-030-57745-2_38","Mirka KansJaime CamposLars Håkansson","2020","http://link.springer.com/chapter/10.1007/978-3-030-57745-2_38","Chapter"
"Interactive Displays for the Next Generation of Entity-Centric Bibliographic Models","Digital Libraries: Data, Information, and Knowledge for Digital Lives","","","","10.1007/978-3-319-70232-2_17","Trond AalbergTanja MerčunMaja Žumer","2017","http://link.springer.com/chapter/10.1007/978-3-319-70232-2_17","Chapter"
"Early Incremental User Testing Design Approach Validation for Satellite Command Center’s Application","Human-Centered Software Engineering","","","","10.1007/978-3-030-05909-5_19","Jonathan Tolle","2019","http://link.springer.com/chapter/10.1007/978-3-030-05909-5_19","Chapter"
"Connecting Aged Parents with Their Adult Children Over Long Distances: Challenges and a Solution","Universal Access in Human-Computer Interaction. Users and Context Diversity","","","","10.1007/978-3-319-40238-3_34","Chen GuoXiaohang ZhangZhenyu Cheryl QianYingjie Victor Chen","2016","http://link.springer.com/chapter/10.1007/978-3-319-40238-3_34","Chapter"
"Design Fictions: A Tool for Debating Societal, Legal and Ethical Aspects of Personal and Pervasive Health Systems","eHealth 360°","","","","10.1007/978-3-319-49655-9_48","Emmanuel TseklevesAndy DarbyAnna WhicherPiotr Swiatek","2017","http://link.springer.com/chapter/10.1007/978-3-319-49655-9_48","Chapter"
"Usability in Digital Humanities - Evaluating User Interfaces, Infrastructural Components and the Use of Mobile Devices During Research Process","Research and Advanced Technology for Digital Libraries","","","","10.1007/978-3-319-43997-6_26","Natasa BulatovicTimo GnadtMatteo RomanelloJuliane StillerKlaus Thoden","2016","http://link.springer.com/chapter/10.1007/978-3-319-43997-6_26","Chapter"
"Designing Online Environment for Collaborative Learning in a Scientific Community of Practice","The Challenges of the Digital Transformation in Education","","","","10.1007/978-3-030-11932-4_18","Joanna Jesionkowska","2020","http://link.springer.com/chapter/10.1007/978-3-030-11932-4_18","Chapter"
"Behaviour Progression Framework for Designing Sustained Behaviour Change","Research into Design for a Connected World","","","","10.1007/978-981-13-5974-3_4","Ravi MahamuniPramod KhambeteRavi-Mokashi Punekar","2019","http://link.springer.com/chapter/10.1007/978-981-13-5974-3_4","Chapter"
"RheijnLand.Xperiences – A Storytelling Framework for Cross-Museum Experiences","Interactive Storytelling","","","","10.1007/978-3-319-71027-3_1","Timo KahlIdo IurgelFrank ZimmerRené BakkerKoen van Turnhout","2017","http://link.springer.com/chapter/10.1007/978-3-319-71027-3_1","Chapter"
"Smiling Earth - Citizens’ Awareness on Environmental Sustainability Using Energy and Transport Data","Entertainment Computing and Serious Games","","","","10.1007/978-3-030-34644-7_46","Sobah Abbas PetersenPeter AhcinIdar Petersen","2019","http://link.springer.com/chapter/10.1007/978-3-030-34644-7_46","Chapter"
"User-Driven Semantic Classification for the Analysis of Abstract Health and Visualization Tasks","Digital Human Modeling. Applications in Health, Safety, Ergonomics, and Risk Management: Health and Safety","","","","10.1007/978-3-319-58466-9_27","Sabine TheisPeter RascheChristina BröhlMatthias WilleAlexander Mertens","2017","http://link.springer.com/chapter/10.1007/978-3-319-58466-9_27","Chapter"
"A Persona-Based Modelling for Contextual Requirements","Requirements Engineering: Foundation for Software Quality","","","","10.1007/978-3-319-77243-1_23","Genaína Nunes RodriguesCarlos Joel TavaresNaiara WatanabeCarina AlvesRaian Ali","2018","http://link.springer.com/chapter/10.1007/978-3-319-77243-1_23","Chapter"
"SPACEA: A Custom-Made GIS Toolbox for Basic Marine Spatial Planning Analyses","Computational Science and Its Applications – ICCSA 2020","","","","10.1007/978-3-030-58811-3_28","Miriam von ThenenHenning Sten HansenKerstin S. Schiele","2020","http://link.springer.com/chapter/10.1007/978-3-030-58811-3_28","Chapter"
"Designing an ICT Solution for the Empowerment of Functional Independence of People with Mild Cognitive Impairment: Findings from Co-design Sessions with Older People","How AI Impacts Urban Living and Public Health","","","","10.1007/978-3-030-32785-9_2","Silvia de los RíosRebeca I. García-BetancesMiguel PáramoMaría Fernanda Cabrera-UmpiérrezMarta VancellsMaite GaroleraJakub KaźmierskiMaría Teresa Arredondo Waldmeyer","2019","http://link.springer.com/chapter/10.1007/978-3-030-32785-9_2","Chapter"
"Usability and Fun of the INTERACCT Client","eHealth 360°","","","","10.1007/978-3-319-49655-9_21","Helmut HlavacsRebecca WölfleKonrad PetersDaniel MartinekJens KuczwaraFares KayaliAndrea ReithoferRuth Mateus-BerrBarbara BrunmairZsuzsanna LehnerAnita Lawitschka","2017","http://link.springer.com/chapter/10.1007/978-3-319-49655-9_21","Chapter"
"Building Applications that Matter: Co-designing with Adolescents with Autism Spectrum Disorder","Health Information Science","","","","10.1007/978-3-030-01078-2_15","Randy ZhuDianna HardyTrina Myers","2018","http://link.springer.com/chapter/10.1007/978-3-030-01078-2_15","Chapter"
"Designing Co-design: Addressing Five Critical Areas to Increase the Experience of Participants and Facilitator in a Co-design Session","Cross-Cultural Design. Methods, Tools and User Experience","","","","10.1007/978-3-030-22577-3_6","Paola Trapani","2019","http://link.springer.com/chapter/10.1007/978-3-030-22577-3_6","Chapter"
"Gesture Deviation in Interactive Communication – A Cross Cultural Study of Indian Case Examples","Learning and Collaboration Technologies. Novel Learning Ecosystems","","","","10.1007/978-3-319-58509-3_4","Ravi Mokashi PunekarSarath Paliyath","2017","http://link.springer.com/chapter/10.1007/978-3-319-58509-3_4","Chapter"
"Understanding the Digital and Non-digital Participation by the Gaming Youth","Human-Computer Interaction – INTERACT 2019","","","","10.1007/978-3-030-29384-0_28","Iikka PietiläJari VarsaluomaKaisa Väänänen","2019","http://link.springer.com/chapter/10.1007/978-3-030-29384-0_28","Chapter"
"Augmented Reality Museum’s Gaming for Digital Natives: Haunted Encounters in the Carvalhal’s Palace","Entertainment Computing and Serious Games","","","","10.1007/978-3-030-34644-7_3","Valentina NisiVanessa CesarioNuno Nunes","2019","http://link.springer.com/chapter/10.1007/978-3-030-34644-7_3","Chapter"
"Digital Transformation of Prostate Cancer Pathway and Optimizing Patient Experience, Patient Safety and Clinical Professionalism","Digital Human Modeling and Applications in Health, Safety, Ergonomics and Risk Management. Healthcare Applications","","","","10.1007/978-3-030-22219-2_1","Joan CahillBen TurneySean WetherallHaseeb KhanMaurice McGrathIgor Widlicki","2019","http://link.springer.com/chapter/10.1007/978-3-030-22219-2_1","Chapter"
"Modelling Trust: An Empirical Assessment","Human-Computer Interaction – INTERACT 2017","","","","10.1007/978-3-319-68059-0_3","Siddharth GulatiSonia SousaDavid Lamas","2017","http://link.springer.com/chapter/10.1007/978-3-319-68059-0_3","Chapter"
"Method of User Interface Design Based on Semantic Approach","Software Engineering and Algorithms in Intelligent Systems","","","","10.1007/978-3-319-91186-1_32","Svetlana A. BelikovaYury I. RogozovAlexandr S. Sviridov","2019","http://link.springer.com/chapter/10.1007/978-3-319-91186-1_32","Chapter"
"Intentions to Use Smart Textiles in AAL Home Environments: Comparing Younger and Older Adults","Human Aspects of IT for the Aged Population. Design for Aging","","","","10.1007/978-3-319-39943-0_26","Martina ZieflePhilipp BraunerJulia van Heek","2016","http://link.springer.com/chapter/10.1007/978-3-319-39943-0_26","Chapter"
"A Project Management Methodology for the Digitalisation of the Industrial Maintenance Domain","Advances in Asset Management and Condition Monitoring","","","","10.1007/978-3-030-57745-2_52","Jaime CamposMirka KansAntti Salonen","2020","http://link.springer.com/chapter/10.1007/978-3-030-57745-2_52","Chapter"
"Contrast Research on Cognitive Differences Between Design End and Consumption End in Cultural Products","Cross-Cultural Design. Culture and Society","","","","10.1007/978-3-030-22580-3_5","Bo LiChao MaXingyi ZhongTing Han","2019","http://link.springer.com/chapter/10.1007/978-3-030-22580-3_5","Chapter"
"How to Design Effective Learning Analytics Indicators? A Human-Centered Design Approach","Addressing Global Challenges and Quality Education","","","","10.1007/978-3-030-57717-9_22","Mohamed Amine ChattiArham MuslimMouadh GuesmiFlorian RichtscheidDawood NasimiAmin ShahinRitesh Damera","2020","http://link.springer.com/chapter/10.1007/978-3-030-57717-9_22","Chapter"
"Number Maze: Play and Learn","Research into Design for a Connected World","","","","10.1007/978-981-13-5977-4_60","Mohammed Rajik KhanSuman MishraS. Prathik Yadav","2019","http://link.springer.com/chapter/10.1007/978-981-13-5977-4_60","Chapter"
"Accessibility of Mobile Card Games","Computers Helping People with Special Needs","","","","10.1007/978-3-030-58796-3_26","Krzysztof DoboszArtur Adamczyk","2020","http://link.springer.com/chapter/10.1007/978-3-030-58796-3_26","Chapter"
"Towards a More Reflective Social Media Use Through Serious Games and Co-design","Serious Games","","","","10.1007/978-3-030-02762-9_23","Barbara GöblDayana HristovaSuzana JovicicThomas SluneckoMarie-France ChevronHelmut Hlavacs","2018","http://link.springer.com/chapter/10.1007/978-3-030-02762-9_23","Chapter"
"ICT-Supported Interventions Targeting Pre-frailty: Healthcare Recommendations from the Personalised ICT Supported Service for Independent Living and Active Ageing (PERSSILAA) Study","Information and Communication Technologies for Ageing Well and e-Health","","","","10.1007/978-3-319-93644-4_4","Rónán O’CaoimhD. William MolloyCarol FitzgeraldLex Van VelsenMiriam CabritaMohammad Hossein NassabiFrederiek de VetteMarit Dekker van WeeringStephanie Jansen-KosterinkWander KenterSanne FrazerAmélia P. RauterAntónia TurkmanMarília AntunesFeridun TurkmanMarta S. Silva","2018","http://link.springer.com/chapter/10.1007/978-3-319-93644-4_4","Chapter"
"Investigating Good Practices for Low Carbon Development Perspectives in Basilicata","Computational Science and Its Applications – ICCSA 2018","","","","10.1007/978-3-319-95174-4_58","Alessandro AttolicoRosalia SmaldoneFrancesco ScorzaEmanuela De MarcoAngela Pilogallo","2018","http://link.springer.com/chapter/10.1007/978-3-319-95174-4_58","Chapter"
"Preliminary Investigations on Augmented Reality for the Literacy Development of Deaf Children","Advances in Visual Informatics","","","","10.1007/978-3-319-70010-6_38","Aziza AlmutairiShiroq Al-Megren","2017","http://link.springer.com/chapter/10.1007/978-3-319-70010-6_38","Chapter"
"A Method for Developing Qualitative Security Risk Assessment Algorithms","Risks and Security of Internet and Systems","","","","10.1007/978-3-319-76687-4_17","Gencer ErdoganAtle Refsdal","2018","http://link.springer.com/chapter/10.1007/978-3-319-76687-4_17","Chapter"
"A User-Centered Perspective on Interoperability: Capturing Stakeholder Interaction for Mediating Design","On the Move to Meaningful Internet Systems. OTM 2017 Workshops","","","","10.1007/978-3-319-73805-5_7","Christian StaryClaudia Kaar","2018","http://link.springer.com/chapter/10.1007/978-3-319-73805-5_7","Chapter"
"Visual Capabilities: What Do Graphic Designers Want to See?","Universal Access in Human–Computer Interaction. Design and Development Approaches and Methods","","","","10.1007/978-3-319-58706-6_5","Katie CornishJoy Goodman-DeaneP. John Clarkson","2017","http://link.springer.com/chapter/10.1007/978-3-319-58706-6_5","Chapter"
"Achieving End User Acceptance: Building Blocks for an Evidence-Based User-Centered Framework for Health Technology Development and Assessment","Universal Access in Human–Computer Interaction. Human and Technological Environments","","","","10.1007/978-3-319-58700-4_2","Matthias R. HastallChristoph DockweilerJuliane Mühlhaus","2017","http://link.springer.com/chapter/10.1007/978-3-319-58700-4_2","Chapter"
"Evaluating System Sufficiency in a Multimodal, Multiuser Sensemaking Environment Designed for Intelligence Analysis","HCI International 2019 – Late Breaking Papers","","","","10.1007/978-3-030-30033-3_11","Shannon Briggs","2019","http://link.springer.com/chapter/10.1007/978-3-030-30033-3_11","Chapter"
"Challenging Misinformation: Exploring Limits and Approaches","Human-Computer Interaction – INTERACT 2019","","","","10.1007/978-3-030-29390-1_68","Lara S. G. PiccoloSomya JoshiEvangelos KarapanosTracie Farrell","2019","http://link.springer.com/chapter/10.1007/978-3-030-29390-1_68","Chapter"
"A Comparative Study of Younger and Older Adults’ Interaction with a Crowdsourcing Android TV App for Detecting Errors in TEDx Video Subtitles","Human-Computer Interaction – INTERACT 2019","","","","10.1007/978-3-030-29387-1_25","Kinga SkorupskaManuel NúñezWiesław KopećRadosław Nielek","2019","http://link.springer.com/chapter/10.1007/978-3-030-29387-1_25","Chapter"
"The Procedural Nature of Interactive Digital Narratives and Early Literacy","Interactive Storytelling","","","","10.1007/978-3-030-62516-0_23","Cristina SyllaMaitê Gil","2020","http://link.springer.com/chapter/10.1007/978-3-030-62516-0_23","Chapter"
"Everyday Creative Uses of Smartphone Images in Biomedical Engineering Laboratories","Human-Computer Interaction - INTERACT 2017","","","","10.1007/978-3-319-67744-6_22","Dhaval VyasHinal VyasMaria A. Woodruff","2017","http://link.springer.com/chapter/10.1007/978-3-319-67744-6_22","Chapter"
"Digital Tools to Support Knowledge Sharing and Cooperation in High-Investment Product-Services","Advances in Ergonomics of Manufacturing: Managing the Enterprise of the Future","","","","10.1007/978-3-319-60474-9_22","Susanna AromaaSimo-Pekka LeinoArcadio Reyes-LecuonaNikos FrangakisJonatan BerglundTim BoschGu van RhijnGöran Granholm","2018","http://link.springer.com/chapter/10.1007/978-3-319-60474-9_22","Chapter"
"How to Manage People Underutilization in an Industry 4.0 Environment?","Product Lifecycle Management to Support Industry 4.0","","","","10.1007/978-3-030-01614-2_42","Gianluca D’AntonioPaolo Chiabert","2018","http://link.springer.com/chapter/10.1007/978-3-030-01614-2_42","Chapter"
"Towards Data-Driven Policymaking for the Urban Heat Transition in The Netherlands: Barriers to the Collection and Use of Data","Electronic Government","","","","10.1007/978-3-030-57599-1_27","Devin DiranAnne Fleur van Veenstra","2020","http://link.springer.com/chapter/10.1007/978-3-030-57599-1_27","Chapter"
"Applying Distributed Cognition Theory to Agile Requirements Engineering","Requirements Engineering: Foundation for Software Quality","","","","10.1007/978-3-030-44429-7_14","Jim BuchanDidar ZowghiMuneera Bano","2020","http://link.springer.com/chapter/10.1007/978-3-030-44429-7_14","Chapter"
"A Board Game and a Workshop for Co-creating Smart Nature Ecosystems","Methodologies and Intelligent Systems for Technology Enhanced Learning, 9th International Conference","","","","10.1007/978-3-030-23990-9_17","Rosella GennariAlessandra MelonioMaristella MateraEftychia Roumelioti","2020","http://link.springer.com/chapter/10.1007/978-3-030-23990-9_17","Chapter"
"Considerations and Methods for Usability Testing  with Children","Interactivity, Game Creation, Design, Learning, and Innovation","","","","10.1007/978-3-319-55834-9_27","Malene Hjortboe AndersenMd. Saifuddin KhalidEva Irene Brooks","2017","http://link.springer.com/chapter/10.1007/978-3-319-55834-9_27","Chapter"
"Blind Guide: Anytime, Anywhere Solution for Guiding Blind People","Recent Advances in Information Systems and Technologies","","","","10.1007/978-3-319-56538-5_36","Daniel VeraDiego MarcilloAntonio Pereira","2017","http://link.springer.com/chapter/10.1007/978-3-319-56538-5_36","Chapter"
"Immersive Virtual Environments: A Comparison of Mixed Reality and Virtual Reality Headsets for ASD Treatment","Methodologies and Intelligent Systems for Technology Enhanced Learning, 9th International Conference","","","","10.1007/978-3-030-23990-9_19","Tania Di MascioLaura TarantinoGiovanni De GasperisChiara Pino","2020","http://link.springer.com/chapter/10.1007/978-3-030-23990-9_19","Chapter"
"A Spectrum of Audience Interactivity for Entertainment Domains","Interactive Storytelling","","","","10.1007/978-3-030-33894-7_23","Alina StrinerSasha AzadChris Martens","2019","http://link.springer.com/chapter/10.1007/978-3-030-33894-7_23","Chapter"
"Perswedo: Introducing Persuasive Principles into the Creative Design Process Through a Design Card-Set","Human-Computer Interaction – INTERACT 2017","","","","10.1007/978-3-319-67687-6_31","Xipei RenYuan LuHarri Oinas-KukkonenAarnout Brombacher","2017","http://link.springer.com/chapter/10.1007/978-3-319-67687-6_31","Chapter"
"Applying UCD for Designing Learning Experiences for Romanian Preschoolers. A Case Study","Human-Computer Interaction – INTERACT 2019","","","","10.1007/978-3-030-29390-1_43","Guran Adriana-MihaelaCojocar Grigoreta-SofiaMoldovan Anamaria","2019","http://link.springer.com/chapter/10.1007/978-3-030-29390-1_43","Chapter"
"The Human and the Context Components in the Design of Automatic Sign Language Recognition Systems","Human-Computer Interaction","","","","10.1007/978-3-030-37386-3_27","Soraia Silva PrietchPolianna dos Santos PaimIvan Olmos-PinedaJosefina Guerrero GarcíaJuan Manuel Gonzalez Calleros","2019","http://link.springer.com/chapter/10.1007/978-3-030-37386-3_27","Chapter"
"The Strategic Technical Debt Management Model: An Empirical Proposal","Open Source Systems","","","","10.1007/978-3-030-47240-5_13","Paolo CiancariniDaniel Russo","2020","http://link.springer.com/chapter/10.1007/978-3-030-47240-5_13","Chapter"
"Extending Service Blueprint for New Age Services","Research into Design for a Connected World","","","","10.1007/978-981-13-5977-4_68","Sylvan LoboShivani SharmaUlemba HiromRavi MahamuniPramod Khambete","2019","http://link.springer.com/chapter/10.1007/978-981-13-5977-4_68","Chapter"
"A Case Study in an Automotive Assembly Line: Exploring the Design Framework for Manufacturing Gamification","Advances in Ergonomics of  Manufacturing: Managing the Enterprise of the Future","","","","10.1007/978-3-319-41697-7_27","Jiyoung LeeJihyo KimKyoungwon SeoSeunghwan RohChangho JungHyunwoo LeeJongho ShinGyunghyun ChoiHokyoung Ryu","2016","http://link.springer.com/chapter/10.1007/978-3-319-41697-7_27","Chapter"
"Integrated Evaluation and Multi-methodological Approaches for the Enhancement of the Cultural Landscape","Computational Science and Its Applications – ICCSA 2017","","","","10.1007/978-3-319-62392-4_35","Lucia Della Spina","2017","http://link.springer.com/chapter/10.1007/978-3-319-62392-4_35","Chapter"
"Fostering Interaction Between Locals and Visitors by Designing a Community-Based Tourism Platform on a Touristic Island","Human-Computer Interaction – INTERACT 2019","","","","10.1007/978-3-030-29384-0_46","Mara DionisioCláudia SilvaValentina Nisi","2019","http://link.springer.com/chapter/10.1007/978-3-030-29384-0_46","Chapter"
"SeeMe2BPMN: Extending the Socio-Technical Walkthrough with BPMN","Human Interface and the Management of Information. Designing Information","","","","10.1007/978-3-030-50020-7_5","Ufuk KacmazThomas HerrmannMarkus Jelonek","2020","http://link.springer.com/chapter/10.1007/978-3-030-50020-7_5","Chapter"
"User-Centred Design of a Process-Recommender System for Fibre-Reinforced Polymer Production","Human Interface and the Management of Information. Interacting with Information","","","","10.1007/978-3-030-50017-7_8","Thomas SchemmerPhilipp BraunerAnne Kathrin SchaarMartina ZiefleFlorian Brillowski","2020","http://link.springer.com/chapter/10.1007/978-3-030-50017-7_8","Chapter"
"Design Research for Disability: A Case of Airport Service Design","Design, User Experience, and Usability. Design Philosophy and Theory","","","","10.1007/978-3-030-23570-3_20","Yi LiuYa Lei Li","2019","http://link.springer.com/chapter/10.1007/978-3-030-23570-3_20","Chapter"
"Virtual Bodystorming: Utilizing Virtual Reality for Prototyping in Service Design","Augmented Reality, Virtual Reality, and Computer Graphics","","","","10.1007/978-3-319-60922-5_22","Costas BoletsisAmela KarahasanovicAnnita Fjuk","2017","http://link.springer.com/chapter/10.1007/978-3-319-60922-5_22","Chapter"
"Introducing the Tripartite Digitization Model for Engaging with the Intangible Cultural Heritage of the City","Interactivity, Game Creation, Design, Learning, and Innovation","","","","10.1007/978-3-319-55834-9_35","Matthias RehmKasper Rodil","2017","http://link.springer.com/chapter/10.1007/978-3-319-55834-9_35","Chapter"
"The Influence of Trust on User Interactions in e-Transaction Platforms: The Context of a Developing Country","Learning and Collaboration Technologies. Technology in Education","","","","10.1007/978-3-319-58515-4_32","Godfrey O. KingsleySónia SousaAbiodun Ogunyemi","2017","http://link.springer.com/chapter/10.1007/978-3-319-58515-4_32","Chapter"
"CRISALIDE (City Replicable and Integrated Smart Actions Leading Innovation to Develop Urban Economies): An Experimental Planning Process Towards Promotion of Innovative Methods and Tools to Face Contemporary Urban Issues in EU and Russian Cities","Information Fusion and Intelligent Geographic Information Systems","","","","10.1007/978-3-030-31608-2_2","Pietro EliseiElena BatunovaMiruna Draghia","2020","http://link.springer.com/chapter/10.1007/978-3-030-31608-2_2","Chapter"
"Smart Specialisation Priorities of Less Developed Regions. A Critical Evaluation","New Metropolitan Perspectives","","","","10.1007/978-3-030-52869-0_3","Petra SzávicsJózsef Benedek","2020","http://link.springer.com/chapter/10.1007/978-3-030-52869-0_3","Chapter"
"The Game Jam as a Format for Formal Applied Game Design and Development Education","Games and Learning Alliance","","","","10.1007/978-3-319-50182-6_23","Micah HrehovcsikHarald WarmelinkMarilla Valente","2016","http://link.springer.com/chapter/10.1007/978-3-319-50182-6_23","Chapter"
"Failures Supporting the Evolutionary Design in the Wild of Interactive Systems for Public Spaces","Human-Computer Interaction. User Interface Design, Development and Multimodality","","","","10.1007/978-3-319-58071-5_22","Vinicius FerreiraJunia AnacletoAndre Bueno","2017","http://link.springer.com/chapter/10.1007/978-3-319-58071-5_22","Chapter"
"Voluntourism and Socially Responsible Design in Conflict","Research into Design for a Connected World","","","","10.1007/978-981-13-5974-3_48","Gavin Melles","2019","http://link.springer.com/chapter/10.1007/978-981-13-5974-3_48","Chapter"
