"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Analysis on the Construction Method of Computer Aided Modeling Design Support System","H. Jie; G. F. Zhigang",Jingdezhen Ceramic Institute; Jingdezhen Ceramic Institute,"2021 2nd International Conference on Education, Knowledge and Information Management (ICEKIM)","19 Jul 2021","2021","","","624","627","Computer aided modeling design is a creative activity that takes products as the main object., and uses computers to comprehensively create and design the functions., structures., materials., processes., visual transmission., aesthetic basis and market relations related to modeling., so that it can obtain the coordination and unity of man., machine and environment and meet the requirements of the times. This paper first expounds the present situation of CAID., then analyzes the concrete application of computer in product modeling design and expounds the general design process and product image design of computer aided modeling in detail; finally., it analyzes the development trend of computer aided conceptual design., including the development trend of computer aided design., the key technical problems of computer aided design and the development direction of modern product design modeling., in order to make people pay more attention to the computer aided application in product design. Computer aided modeling design is an important means in product design., which can improve the efficiency of modeling design and is indispensable in modeling design and system construction.","","978-1-7281-6834-0","10.1109/ICEKIM52309.2021.00141","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9479675","computer;aid;modeling design;system construction","Analytical models;Visualization;Design automation;Computational modeling;Education;Market research;Product design","CAD;design engineering;product design;production engineering computing","CAID;system construction;construction method;product modeling design;computer aided modeling design support system;computer aided application;product design modeling;computer aided conceptual design;product image design;general design process","","","","12","IEEE","19 Jul 2021","","","IEEE","IEEE Conferences"
"Towards Privacy Provisioning for Internet of Things (IoT)","T. M. Ghazal; M. K. Hasan; A. N. Abdul Wahab; A. Ibrahim; W. A. Khan; N. Z. Raza; A. Atta; B. Mago","Faculty of Information Science and Technology, Center for Cyber Security, Universiti Kebangsaan Malaysia (UKM), Bangi, Selangor, Malaysia; Faculty of Information Science and Technology, Center for Cyber Security, Universiti Kebangsaan Malaysia (UKM), Bangi, Selangor, Malaysia; Faculty of Information Science and Technology, Center for Cyber Security, Universiti Kebangsaan Malaysia (UKM), Bangi, Selangor, Malaysia; College of Computer and Information Technology, American University in the Emirates, Dubai Academic City, Dubai, UAE; School of Computer Science, NCBA&E, Lahore, Pakistan; Department of Computer Science, Government College University, Lahore, Pakistan; Department of Computer Science, Government College University, Lahore, Pakistan; School of Information Technology, Skyline University College, Sharjah, UAE","2022 International Conference on Cyber Resilience (ICCR)","3 Jan 2023","2022","","","01","07","Internet of things (IoT) providing an environment to connect all the things from the world to internet. It interconnects smart things and provides advanced building management systems, smart city services, participatory sensing applications which improve every day's life. IoT hold wide range of physical objects embedded with tags, sensors, devices that had not been involved with internet and allow them to interact to provide IoT applications. The adoption of IoT is ubiquitous but it also arises the major concerns about “Privacy”. Privacy includes the secretion of personal information as well as therapy of data. This paper accommodates systematic literature review of privacy threats and challenges along with the techniques used to deal and address them which emerged in the research literature. I observed that very rare models consented to eliminate privacy aspects. I also analyzed that the focus of the multiple solution providers was user-centric point of view. Not one of the existing surveys analyze the privacy of IoT in terms of organized analysis of the privacy fundamentals and approaches. There is need to work on it.","","978-1-6654-6122-1","10.1109/ICCR56254.2022.9995916","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9995916","Identification;Profiling;Privacy by Design;Secret Sharing Schemes","Privacy;Data privacy;Systematics;Smart cities;Medical treatment;Interference;Systems engineering and theory","building management systems;data privacy;Internet;Internet of Things","advanced building management systems;IoT applications;multiple solution providers;participatory sensing applications;privacy aspects;privacy fundamentals;privacy threats;smart city services;smart things;towards Privacy provisioning","","","","42","IEEE","3 Jan 2023","","","IEEE","IEEE Conferences"
"The Relationship Between Goal-Function Trees and Value Models","C. E. Eaton; B. Mesmer","University of Alabama, Huntsville, AL, USA; University of Alabama, Huntsville, AL, USA","IEEE Open Journal of Systems Engineering","21 Aug 2023","2023","1","","94","110","Systems often inspire the development of new models to manage size and complexity challenges in system development. Engineers should be aware of overlap in the models used for systems engineering of systems as it would be inefficient to reiterate overlapping tasks. The objective of this article is to identify consistencies between two models that appear to have overlapping tasks: Goal-Function Trees (GFTs) and value models. Both models are perceived to represent information about the system and stakeholder preferences, but have historically used differing processes and language. An analysis of the functional use and terminology for the two models reveals consistencies. The two models are compared in this article using content analysis of systems engineering academic literature. It is seen that physics-based system representation and stakeholder preference incorporation are often common to both models. A coffee maker is used to illustrate the potential consistencies and overlapping tasks between the models. Extending this simple example, the applicability of the models to space systems is discussed. The findings of this article can be used by systems engineers to improve their efficiency when applying both GFTs and value models.","2771-9987","","10.1109/OJSE.2023.3265900","National Aeronautics and Space Administration(grant numbers:NNM11AA01A 14.1); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10098162","Goal-function tree (GFT);systems engineering;systems engineering models;value modeling","Modeling;Analytical models;Mathematical models;Stakeholders;Systems engineering and theory;Task analysis;Terminology","aerospace computing;systems engineering;trees (mathematics)","complexity challenges;consistencies;functional use;goal-function trees;overlapping tasks;physics-based system representation;space systems;stakeholder preference incorporation;stakeholder preferences;system development;systems engineering academic literature;value models","","","","99","CCBYNCND","10 Apr 2023","","","IEEE","IEEE Journals"
"ISO/IEC/IEEE Approved Draft International Standard - Systems and Software Engineering - Vocabulary","",,"ISO/IEC/IEEE P24765/D3:2017","4 Apr 2017","2017","","","1","570","Consistent with ISO vocabulary standards, each technical committee is responsible for standard terminology in its area of specialization. This International Standard provides a common vocabulary applicable to all systems and software engineering work falling within the scope of ISO/IEC JTC 1/SC 7, Systems and software engineering, and the IEEE Computer Society Systems and Software Engineering Standards Committee (IEEE-CS S2ESC).The scope of each concept defined has been chosen to provide a definition that is suitable for general application. In those circumstances where a restricted application is concerned, a more specific definition might be needed.Terms have been excluded if they were considered to be parochial to one group or organization; company proprietary or trademarked; multi-word terms whose meaning could be inferred from the definitions of the component words; terms whose meaning in the information technology (IT) field could be directly inferred from their common English dictionary meaning.","","978-1-5044-3965-7","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7891866","","IEEE Standards;IEC Standards;ISO Standards;Terminology;Dictionaries;Software engineering","","","","","","","","4 Apr 2017","","","IEEE","IEEE Standards"
"Vision: Improved Development of Mobile eHealth Applications","J. Grundy; M. Abdelrazek; M. K. Curumsing","Faculty of Information Technology, Monash University, Melbourne, Australia; School of Information Technology, Deakin University, Melbourne, Australia; Deakin University, Burwood, VIC, AU","2018 IEEE/ACM 5th International Conference on Mobile Software Engineering and Systems (MOBILESoft)","22 Nov 2018","2018","","","219","223","Mobile eHealth applications have become very popular, not just using mobile phones but also wearables, mobile AR/VR, and increasingly ""smart houses"" and ""smart care"" sensing and interaction facilities. However, a large majority of these solutions, despite early promise, suffer from a range of challenges including effort to develop, deploy and maintain; lack of end-user acceptance; integration with other health systems; diffculty in tailoring to divergent users; lack of adequate feedback to developers; lack of sustainable adoption; and ultimately lack of success. In this MobileSoft vision paper, we characterise these key issues from a Software Engineering perspective and present and discuss some approaches to mitigating them, building on our and others prior work.","","978-1-4503-5712-8","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8543457","mobile eHealth applications;living lab;behavioral requirements;emotion oriented requirements;model driven engineering;configuration and adaptation;user feedback","Electronic healthcare;Software engineering;Monitoring;Mobile handsets;Usability;Information technology;Australia","health care;interactive systems;medical computing;mobile computing;software engineering","mobile eHealth applications;mobile phones;mobile AR/VR;smart houses;smart care sensing;interaction facilities;end-user acceptance;MobileSoft Vision paper;software engineering perspective","","","","36","","22 Nov 2018","","","IEEE","IEEE Conferences"
"A review of multiple user center design methods for new product development in smart and connected health applications","N. Rahimi; M. Ibarra","Dept. of Engineering and Technology Management, Portland State University, Portland, OR, USA; Dept. of Engineering and Technology Management, Portland State University, Portland, OR, USA","Proceedings of PICMET '14 Conference: Portland International Center for Management of Engineering and Technology; Infrastructure and Service Integration","13 Oct 2014","2014","","","3498","3510","Evidences across industries including telecommunication, retail and trading, suggests many benefits are to be gained from automation. To obtain these benefits in the field of healthcare, there have been vast amount of studies conducted on utilization of technological capabilities during the past few decades. From medical information systems to Telemedicine to ubiquitous computing, smart and connected health applications are designed to have a positive impact on current and future health care practices. While there have been a lot of successful innovations in these applications, there have also been a lot of failure. Study of these applications highlights the importance of user involvements from the very early stage of new product development. This paper utilizes the categories identified in Smart and Connected Health (SCH) terminology recognized by National Science Foundation (NSF) to conduct a holistic study of different technological applications developed for healthcare to identify major barriers inhibiting their diffusion. The User Centered Design (UCD) methodologies proven valuable in industrial contexts are reviewed to highlight their characteristics and capabilities to facilitate user involvement. It references cases where they have been valuable toolkits to address barriers recognized. Finally, the study categorizes the major barriers captured throughout the study and recommends best user centered design(s) approaches to be deployed for superior front-end management of healthcare solution innovation.","2159-5100","978-1-890843-29-8","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6921352","","Surgery;Technological innovation;Telemedicine;Medical diagnostic imaging;Ubiquitous computing;Senior citizens","medical information systems;telemedicine;ubiquitous computing;user centred design","multiple user center design methods;new product development;smart health applications;connected health applications;telecommunication;retail;trading;technological capabilities;medical information systems;ubiquitous computing;telemedicine;future health care practices;smart and connected health terminology;SCH;National Science Foundation;NSF;UCD;front-end management;healthcare solution innovation","","","","85","","13 Oct 2014","","","IEEE","IEEE Conferences"
"Knowledge Mining Based Collaborative Framework for Manufacturing Value Chains","B. Qin; J. Zhang; K. Ma; P. Peng; H. Wang","Zhejiang University-University of Illinois at Urbana-Champaign Institute, Zhejiang University, Haining, China; Zhejiang University-University of Illinois at Urbana-Champaign Institute, Zhejiang University, Haining, China; Zhejiang University-University of Illinois at Urbana-Champaign Institute, Zhejiang University, Haining, China; Department of Automation, Tsinghua University, Beijing, China; Zhejiang University-University of Illinois at Urbana-Champaign Institute, Zhejiang University, Haining, China","2022 IEEE 25th International Conference on Computer Supported Cooperative Work in Design (CSCWD)","20 May 2022","2022","","","847","854","Computer supported cooperative work (CSCW) systems have been widely used to support teamwork in various fields such as design, education, research projects, etc. However, there is a great deal of knowledge generated directly or indirectly in the process of collaboration which is not well utilized and usually ignored instead of being reused and shared to help improve work efficiency. To bridge the gap between knowledge generation and utilization through CSCW, in this paper, we propose a knowledge mining based collaborative framework and first apply it to manufacturing value chains to achieve better work efficiency and reduce repetitive work in collaboration. Overall, this paper introduces the following novel insights and innovations: (1) we argue that there is a gap between the generated knowledge and the utilization of it during cooperative work; (2) a novel collaborative framework with knowledge mining approaches is proposed to bridge the gap; (3) a prototype system is further built and first applied to the manufacturing value chains. To the best of our knowledge, we are the first one to deal with knowledge reusing in CSCW of manufacturing value chains.","","978-1-6654-0527-0","10.1109/CSCWD54268.2022.9776159","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9776159","knowledge mining;knowledge graph;manufacturing value chains;computer supported cooperative work","Technological innovation;Conferences;Education;Prototypes;Collaborative work;Manufacturing;Teamwork","data mining;groupware;manufacturing data processing","manufacturing value chains;CSCW;knowledge generation;knowledge mining based collaborative framework;computer supported cooperative work systems;teamwork;repetitive work reduction","","","","52","IEEE","20 May 2022","","","IEEE","IEEE Conferences"
"Ice-Breakers, Turn-Takers and Fun-Makers: Exploring Robots for Groups with Teenagers","S. Gillet; K. Winkle; G. Belgiovine; I. Leite","Division of Robotics, Perception and Learning, School of Electrical Engineering and Computer Science, KTH Royal Institute of Technology, Sweden; Division of Robotics, Perception and Learning, School of Electrical Engineering and Computer Science, KTH Royal Institute of Technology, Sweden; DIBRIS Department, CONTACT Unit at Istituto Italiano di Tecnologia, Università degli Studi di Genova; Division of Robotics, Perception and Learning, School of Electrical Engineering and Computer Science, KTH Royal Institute of Technology, Sweden","2022 31st IEEE International Conference on Robot and Human Interactive Communication (RO-MAN)","30 Sep 2022","2022","","","1474","1481","Successful, enjoyable group interactions are important in public and personal contexts, especially for teenagers whose peer groups are important for self-identity and self-esteem. Social robots seemingly have the potential to positively shape group interactions, but it seems difficult to effect such impact by designing robot behaviors solely based on related (human interaction) literature. In this article, we take a user-centered approach to explore how teenagers envisage a social robot ""group assistant"". We engaged 16 teenagers in focus groups, interviews, and robot testing to capture their views and reflections about robots for groups. Over the course of a two-week summer school, participants co-designed the action space for such a robot and experienced working with/wizarding it for 10+ hours. This experience further altered and deepened their insights into using robots as group assistants. We report results regarding teenagers’ views on the applicability and use of a robot group assistant, how these expectations evolved throughout the study, and their repeat interactions with the robot. Our results indicate that each group moves on a spectrum of need for the robot, reflected in use of the robot more (or less) for ice-breaking, turn-taking, and fun-making as the situation demanded.","1944-9437","978-1-7281-8859-1","10.1109/RO-MAN53752.2022.9900644","Jacobs Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9900644","","Shape;Social robots;Training data;Reflection;Behavioral sciences;Interviews;Robots","behavioural sciences;computer aided instruction;human factors;human-robot interaction;mobile robots;user centred design","focus groups;robot testing;group assistants;teenagers;repeat interactions;turn-taking;ice-breakers;turn-takers;fun-makers;successful group interactions;enjoyable group interactions;personal contexts;peer groups;social robots;related literature;human interaction;user-centered approach;social robot group assistant","","","","31","IEEE","30 Sep 2022","","","IEEE","IEEE Conferences"
"A Conceptual Framework: Point-of-Sales (POS) System Integrated with Business Intelligence (BI) Capability Focused on SME in Indonesia","F. M. Al Kautsaf; M. N. Bin Mohd Nizam; K. S. Harun","Faculty of Computing, Engineering & Technology, Asia Pacific University of Technology & Innovation, Kuala Lumpur, Malaysia; Faculty of Computing, Engineering & Technology, Asia Pacific University of Technology & Innovation, Kuala Lumpur, Malaysia; Faculty of Computing, Engineering & Technology, Asia Pacific University of Technology & Innovation, Kuala Lumpur, Malaysia","2021 14th International Conference on Developments in eSystems Engineering (DeSE)","1 Mar 2022","2021","","","279","284","This paper intends to conduct a study review and propose a conceptual framework to be used in the implementation of POS system targeted for Small and Medium Enterprises in Indonesia. The study covers THREE domain areas which includes review on similar systems, software & tools utilizations together with system architecture and design. The utilization of appropriate POS system with Business Intelligence capability will enable better decision making through insight analysis. Thus, this paper develops a conceptual framework in which leads towards the implementation of the POS System with Business Intelligence capability and uses an existing SME in Indonesia as the subject of the study","2161-1351","978-1-6654-0888-2","10.1109/DeSE54285.2021.9719477","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9719477","Point-of-sales system;Business Intelligence;Decision Making;Small and Medium Enterprises","Workability;Decision making;Systems architecture;Prototypes;System software;Business intelligence;System implementation","competitive intelligence;decision making;point of sale systems;small-to-medium enterprises","Indonesia;system architecture;POS system;point-of-sales system;business intelligence capability;SME;small-and-medium enterprises;decision making;insight analysis","","","","11","IEEE","1 Mar 2022","","","IEEE","IEEE Conferences"
"Narratology-Based Interaction Design of 3D Reconstructed Cultural Relics","X. Nie; S. Li; C. Yuan; Q. Cao; M. Wang; W. Liu; M. Li","Tsinghua Shenzhen International Graduate School Tsinghua University, Shenzhen, China; Tsinghua Shenzhen International Graduate School Tsinghua University, Shenzhen, China; Tsinghua Shenzhen International Graduate School Tsinghua University, Shenzhen, China; Tsinghua Shenzhen International Graduate School Tsinghua University, Shenzhen, China; Tsinghua Shenzhen International Graduate School Tsinghua University, Shenzhen, China; Tsinghua Shenzhen International Graduate School Tsinghua University, Shenzhen, China; Tsinghua Shenzhen International Graduate School Tsinghua University, Shenzhen, China","2019 IEEE Fourth International Conference on Data Science in Cyberspace (DSC)","5 Dec 2019","2019","","","567","574","Many museums have begun to pay attention to the application of the three-dimensional (3D) reconstruction technique for protecting and displaying the cultural heritage. This is because it can demonstrate the 3D shape of the relics with high precision and from multiple angles. However, a survey in China indicated that most museums only use this technique as an auxiliary display, and have not fully utilize interactive techniques to exert the benefits of digital 3D simulation. Based on the theory of narratology, this study proposed a narrative conceptual framework with 12 elements by analyzing the narratological features of 3D reconstructed cultural relics, and used this narratological framework to plan and complete a 3D interactive design. Thus narratology was used as a design thinking of interactive design, changing the technology-oriented thinking habitually used in digital design. And the narrative mode of 3D interaction was also enriched through this study.","","978-1-7281-4528-0","10.1109/DSC.2019.00092","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8923697","three-dimensional reconstruction, cultural heritage, interaction design, design thinking","Three-dimensional displays;Cultural differences;Image reconstruction;Planning;Solid modeling;Global communication;Media","history;humanities;interactive systems;museums;solid modelling;user interfaces;virtual reality","3D reconstructed cultural relics;narratological framework;interactive design;digital design;narratology-based interaction design;museums;three-dimensional reconstruction technique;cultural heritage;auxiliary display;interactive techniques;digital 3D simulation;narratological features","","","","27","IEEE","5 Dec 2019","","","IEEE","IEEE Conferences"
"H-Cache: Traffic-Aware Hybrid Rule-Caching in Software-Defined Networks","Z. Luan; Q. Li; Y. Wang; Y. Jiang","Tsinghua Shenzhen International Graduate School, Tsinghua University, Shenzhen, China; Department of Mathematics and Theories, Peng Cheng Laboratory (PCL), Shenzhen, China; Tsinghua Shenzhen International Graduate School, Tsinghua University, Shenzhen, China; Tsinghua Shenzhen International Graduate School, Tsinghua University, Shenzhen, China","2023 IEEE International Parallel and Distributed Processing Symposium (IPDPS)","18 Jul 2023","2023","","","69","78","Ternary Content Addressable Memory (TCAM) is an essential hardware component in SDN-enabled switches, which supports fast lookup speed and flexible matching patterns. However, TCAM’s limited storage capacity has long been a scalability challenge to enforce fine-grained forwarding policies in SDN. Based on the observation of traffic locality, the rule-caching mechanism employs a combination of TCAM and Random Access Memory (RAM) to maintain the forwarding rules of large and small flows, respectively. However, previous works cannot identify large flows timely and accurately, and suffer from high computational complexity when addressing rule dependencies in TCAM. Worse still, TCAM only caches the forwarding rules of large flows but ignores the latency requirements of small flows. Small flows encounter cache-miss in TCAM and then will be diverted to RAM, where they have to experience slow lookup processes. To jointly optimize the performance of both high-throughput large flows and latency-sensitive small flows, we propose a hybrid rule-caching framework, H-Cache, to scale traffic-aware forwarding policies in SDN. H-Cache identifies large flows through a collaboration of learning-based and threshold-based methods to achieve early detection and high accuracy, and proposes a time-efficient greedy heuristic to address rule dependencies. For small flows, H-Cache establishes default paths in TCAM to speed up their lookup processes, and also reduces their TCAM occupancy through label switching and region partitioning. Experiments with both real-world and synthetic datasets demonstrate that H-Cache increases TCAM utilization by an average of 11% and reduces the average completion time of small flows by almost 70%.","1530-2075","979-8-3503-3766-2","10.1109/IPDPS54959.2023.00017","Research and Development; National Natural Science Foundation of China; Ministry of Education; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10177484","Rule Caching;TCAM;Software Defined Networking","Distributed processing;Scalability;Random access memory;Collaboration;Switches;Hardware;Software defined networking","cache storage;computer network security;content-addressable storage;software defined networking;table lookup;telecommunication traffic","addressing rule dependencies;cache-miss;computational complexity;fine-grained forwarding policies;H-Cache;label switching;learning-based methods;lookup processes;RAM;random access memory;region partitioning;SDN-enabled switches;software-defined networks;TCAM occupancy;ternary content addressable memory;threshold-based methods;traffic locality;traffic-aware forwarding policies;traffic-aware hybrid rule-caching","","","","26","IEEE","18 Jul 2023","","","IEEE","IEEE Conferences"
"PharmaLedger a Blockchain-enabled Healthcare Platform","A. Balan; S. Alboaie; A. Raţă","Research Department, RomSoft, RMS, Iaşi, România; Research Department, RomSoft, RMS, Iaşi, România; Research Department, Axiologic Research, Iaşi, România","2022 E-Health and Bioengineering Conference (EHB)","2 Jan 2023","2022","","","1","6","This article presents human-centric healthcare solutions that could revolutionize the medical sector by creating trust with the help of blockchain technologies. This article summarizes the experience of creating a blockchain platform and a Digital Trust Ecosystem in a private-public partnership between research entities and ten big pharma companies. This partnership builds on a previous research project that pioneered the OpenDSU blockchain technology. This article summarizes the research results obtained in blockchain technologies under the influence of the pharma industry culture and regulations.","2575-5145","978-1-6654-8557-9","10.1109/EHB55594.2022.9991670","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9991670","blockchain;human-centric;healthcare;pharma;eLeaflet;supply chain;anti-counterfeiting;personalized medicine","Industries;Regulators;Publishing;Standards organizations;Europe;Standardization;Regulation","blockchains;health care;organisational aspects;pharmaceutical industry;public administration","big pharma companies;blockchain-enabled healthcare platform;digital trust ecosystem;human-centric healthcare solutions;medical sector;OpenDSU blockchain technology;pharma industry culture;pharma industry regulations;PharmaLedger;private-public partnership","","","","34","IEEE","2 Jan 2023","","","IEEE","IEEE Conferences"
"The opportunities and challenges of using ICT by State Owned Enterprises in Bangladesh: Case of SOEs under Privatization Commission","A. M. Dewan; S. M. Dewan; S. Ara Nazmin","East West University, Bangladesh; University of New South Wales, Australia; East West University, Bangladesh","2008 11th International Conference on Computer and Information Technology","21 Mar 2009","2008","","","611","616","The potential contribution of information and communication technology (ICT) to increase the productivity of State Owned Enterprises (SOEs) in developing countries has long been recognized. However, the realization of this potential has been problematic and over recent years there have been a number of initiatives supported by government, non government and foreign agencies which have endeavored to aid and encourage the up take of ICT to enable access to such promised benefits. Despite strong theoretical arguments suggesting that ICT has much to offer to SOEs, the study would seem to suggest that use of ICT by SOEs listed under Privatization Commission is still in its infancy. It also identifies some significant barriers which are impacting upon the level of ICT adoption amongst SOEs, and confidence on ICT of the SOEs in Bangladesh. This paper is based on the study conducted as part of the IDA funded Enterprise Growth and Bank Modernization Project and explores the opportunities and barriers of using ICT to provide a necessary lever to enhance competitiveness and productivity of SOEs in Bangladesh.","","978-1-4244-2135-0","10.1109/ICCITECHN.2008.4803007","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4803007","ICT;e-business;SOE","Privatization","electronic commerce;privatisation","ICT;state owned enterprise;information and communication technology;e-business;privatization commission","","","","15","IEEE","21 Mar 2009","","","IEEE","IEEE Conferences"
"Synergizing people, process, and technology to motivate knowledge sharing and collaboration Industry case study","C. K. Pickering","IT Collaboration Engineering, Intel Corporation, Chandler, AZ, USA","2013 International Conference on Collaboration Technologies and Systems (CTS)","25 Jul 2013","2013","","","35","39","Intel is the world's largest Semiconductor chip manufacturing company with over 95,000 employees and 164 sites in 63 countries across the globe. Not only does Intel's IT group keep Intel's business operations running, it also contributes to Intel's business transformation via user experience research and architecture path finding for leading edge technologies. IT sees social computing as a strategic way to improve collaboration, foster innovation, and facilitate learning. Our research has identified the best opportunities for using social computing and other technologies to boost collaboration and productivity across Intel. To keep achieving maximum benefit from its collaboration efforts, Intel IT continues to invest in social capabilities and also partners with Intel HR to help address cultural and motivational barriers. Beyond improving personal productivity, we are looking to enable efficiency in Intel's business divisions for product design, manufacturing, and sales, through the use of cutting-edge social technologies, including social analytics, immersive video/sketching, federated identity and access management, and cross system activity stream aggregation. Our goal is to continue to transform collaboration across Intel into a seamless and unified experience that brings together relevant information, people, and business intelligence to fully support employee and business workflows.","","978-1-4673-6404-1","10.1109/CTS.2013.6567200","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6567200","collaboration;knowledge management;social computing;innovation;social analytics;immersive video;activity stream aggregation;unified user experience;expertise finding;recommendation engine;business intelligence;business workflow;knowledge worker;future of work;workforce transformation","Collaboration;Companies;Social network services;Engines;Architecture;Context","business data processing;competitive intelligence;groupware;human resource management;innovation management;knowledge management;manufacturing data processing;personnel;product design;productivity;semiconductor industry;workflow management software","sketching;access management;cross system activity stream aggregation;business intelligence;employee;business workflow;immersive video;social analytics;cutting-edge social technology;sales;product design;Intel business division;personal productivity;motivational barriers;cultural barriers;Intel HR;social capability;social computing;learning;innovation;leading edge technology;architecture path finding;user experience research;Intel business transformation;Intel business operations;semiconductor chip manufacturing company;collaboration;knowledge sharing","","","3","11","IEEE","25 Jul 2013","","","IEEE","IEEE Conferences"
"Knowledge Management Embedded in Agile Methodology for Quality 4.0","R. Dovleac; A. Ionica; M. Leba","Department of Management and Industrial Engineering, University of Petrosani, Petrosani, Romania; Department of Management and Industrial Engineering, University of Petrosani, Petrosani, Romania; Department of Computer and Electrical Engineering, University of Petrosani, Petrosani, Romania","2021 IEEE International Conference on Industrial Engineering and Engineering Management (IEEM)","19 Jan 2022","2021","","","1260","1264","Quality 4.0 evolved as a response to the Industry 4.0 trend, in order to help establish the role and implications of quality in the Industry 4.0 era. While at the current time there is still uncertainty regarding the full implications of quality in Industry 4.0 and the ways in which quality will help complement it, it is however essential to focus on trying to find answers to some of these questions. The paper proposes an agile type development approach for the implementation of Quality 4.0 tools through a Knowledge Management life cycle. In the paper, the authors have identified the key particularities of Quality 4.0 and the relationship between Quality 4.0 and Industry 4.0 and have highlighted the role of Knowledge management in Quality 4.0.","","978-1-6654-3771-4","10.1109/IEEM50564.2021.9673045","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9673045","Quality 4.0;Industry 4.0;Agile;Knowledge Management;EFQM","Knowledge engineering;Analytical models;Uncertainty;Conferences;Bibliographies;Industrial engineering;Market research","knowledge management;product quality;production engineering computing;production management;software prototyping","knowledge management life cycle;agile methodology;Industry 4.0 era;agile type development approach;Quality 4.0","","","","23","IEEE","19 Jan 2022","","","IEEE","IEEE Conferences"
"ISO/IEC/IEEE Draft International Standard - Systems and software engineering -Life cycle management - Part 2: Guidelines for the application of ISO/IEC/IEEE 15288 (System life cycle processes)","",,"ISO/IEC/IEEE P24748-2/DIS, March 2023","25 May 2023","2023","","","1","77","ISO/IEC/IEEE 15288 establishes a common framework for system life cycle processes, with well-defined terminology, that can be referenced by any party, particularly those having any involvement or interest in the system life cycle or performance of systems engineering activities. It applies to the acquisition of systems, which can be comprised of products, services, or both, as well as to the supply, development, operation, maintenance, and disposal of systems, whether performed internally or externally to an organization. ISO/IEC/IEEE 15288 may be used stand-alone or jointly with other International Standards, such as ISO/IEC/IEEE 12207, and supplies a process reference model that supports process capability assessment according to ISO/IEC 33002.","","978-1-5044-9777-0","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10136555","","IEEE Standards;ISO Standards;IEC Standards;Software engineering;Systems engineering and theory;Product life cycle management","","","","","","","","25 May 2023","","","IEEE","IEEE Standards"
"ISO/IEC/IEEE Draft International Standard - Systems and Software Engineering -- Developing Information for Users in an Agile Environment","",,"ISO/IEC/IEEE CD P26515/D1, March 2017","4 Apr 2017","2017","","","1","30","","","978-1-5044-3966-4","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7891872","","IEEE Standards;IEC Standards;ISO Standards;Software engineering;Systems engineering and theory;Agile computing","","","","","","","","4 Apr 2017","","","IEEE","IEEE Standards"
"ISO/IEC/IEEE Draft Systems and Software Engineering - Vocabulary","",,"ISO/IEC/IEEE FDIS P24765:2016(E), January 2017","1 Feb 2017","2017","","","1","568","Consistent with ISO vocabulary standards, each technical committee is responsible for standard terminology in its area of specialization. This International Standard provides a common vocabulary applicable to all systems and software engineering work falling within the scope of ISO/IEC JTC 1/SC 7, Systems and software engineering, and the IEEE Computer Society Systems and Software Engineering Standards Committee (IEEE-CS S2ESC).The scope of each concept defined has been chosen to provide a definition that is suitable for general application. In those circumstances where a restricted application is concerned, a more specific definition might be needed.Terms have been excluded if they were considered to be parochial to one group or organization; company proprietary or trademarked; multi-word terms whose meaning could be inferred from the definitions of the component words; terms whose meaning in the information technology (IT) field could be directly inferred from their common English dictionary meaning.","","978-1-5044-3781-3","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7839172","","IEEE Standards;IEC Standards;ISO Standards;Dictionaries;Terminology;Software engineering","","","","","","","","1 Feb 2017","","","IEEE","IEEE Standards"
